/Volumes/Samples/training/datasets/drift/drift_deep_bass_36.wav	36	drift_deep_bass
/Volumes/Samples/training/datasets/drift/drift_bloom_pad_48.wav	48	drift_bloom_pad
/Volumes/Samples/training/datasets/drift/drift_euphoria_lead_60.wav	60	drift_euphoria_lead
/Volumes/Samples/training/datasets/drift/drift_atlas_keys_48.wav	48	drift_atlas_keys
/Volumes/Samples/training/datasets/drift/drift_sol_bass_24.wav	24	drift_sol_bass
/Volumes/Samples/training/datasets/drift/drift_wave_pad_72.wav	72	drift_wave_pad
/Volumes/Samples/training/datasets/drift/drift_game_console_64.wav	64	drift_game_console
/Volumes/Samples/training/datasets/drift/drift_stereo_saw_55.wav	55	drift_stereo_saw
/Volumes/Samples/training/datasets/drift/drift_ag_bass_36.wav	36	drift_ag_bass
/Volumes/Samples/training/datasets/drift/drift_dub_techno_bass_24.wav	24	drift_dub_techno_bass
/Volumes/Samples/training/datasets/drift/drift_clob_bass_41.wav	41	drift_clob_bass
/Volumes/Samples/training/datasets/drift/drift_grimer_bass_28.wav	28	drift_grimer_bass
/Volumes/Samples/training/datasets/drift/drift_seventy_two_bass_36.wav	36	drift_seventy_two_bass
/Volumes/Samples/training/datasets/drift/drift_vintage_chorus_bass_31.wav	31	drift_vintage_chorus_bass
/Volumes/Samples/training/datasets/drift/drift_flutter_pad_60.wav	60	drift_flutter_pad
/Volumes/Samples/training/datasets/drift/drift_gentle_pulse_pad_55.wav	55	drift_gentle_pulse_pad
/Volumes/Samples/training/datasets/drift/drift_rising_fog_pad_48.wav	48	drift_rising_fog_pad
/Volumes/Samples/training/datasets/drift/drift_star_talk_pad_67.wav	67	drift_star_talk_pad
/Volumes/Samples/training/datasets/drift/drift_sweet_tooth_pad_72.wav	72	drift_sweet_tooth_pad
/Volumes/Samples/training/datasets/drift/drift_metallic_swell_pad_50.wav	50	drift_metallic_swell_pad
/Volumes/Samples/training/datasets/drift/drift_crunch_arcade_lead_64.wav	64	drift_crunch_arcade_lead
/Volumes/Samples/training/datasets/drift/drift_hubus_lead_60.wav	60	drift_hubus_lead
/Volumes/Samples/training/datasets/drift/drift_kentucky_lead_72.wav	72	drift_kentucky_lead
/Volumes/Samples/training/datasets/drift/drift_rogue_lead_67.wav	67	drift_rogue_lead
/Volumes/Samples/training/datasets/drift/drift_tape_keys_80s_60.wav	60	drift_tape_keys_80s
/Volumes/Samples/training/datasets/drift/drift_beating_vibraphone_keys_72.wav	72	drift_beating_vibraphone_keys
/Volumes/Samples/training/datasets/drift/drift_delta_polylogue_keys_48.wav	48	drift_delta_polylogue_keys
/Volumes/Samples/training/datasets/drift/drift_la_string_machine_keys_55.wav	55	drift_la_string_machine_keys
/Volumes/Samples/training/datasets/drift/drift_retro_bell_keys_67.wav	67	drift_retro_bell_keys
/Volumes/Samples/training/datasets/drift/drift_tiny_echoes_keys_62.wav	62	drift_tiny_echoes_keys
